749.png	hot beverage	☕️	\U00002615\U0000FE0F	U+2615	hot beverage
750.png	teapot	🫖️	\U0001FAD6\U0000FE0F	U+1FAD6	teapot
751.png	teacup without handle	🍵️	\U0001F375\U0000FE0F	U+1F375	teacup without handle
752.png	sake	🍶️	\U0001F376\U0000FE0F	U+1F376	sake
753.png	bottle with popping cork	🍾️	\U0001F37E\U0000FE0F	U+1F37E	bottle with popping cork
754.png	wine glass	🍷️	\U0001F377\U0000FE0F	U+1F377	wine glass
755.png	cocktail glass	🍸️	\U0001F378\U0000FE0F	U+1F378	cocktail glass
756.png	tropical drink	🍹️	\U0001F379\U0000FE0F	U+1F379	tropical drink
757.png	beer mug	🍺️	\U0001F37A\U0000FE0F	U+1F37A	beer mug
758.png	clinking beer mugs	🍻️	\U0001F37B\U0000FE0F	U+1F37B	clinking beer mugs
759.png	clinking glasses	🥂️	\U0001F942\U0000FE0F	U+1F942	clinking glasses
760.png	tumbler glass	🥃️	\U0001F943\U0000FE0F	U+1F943	tumbler glass
761.png	cup with straw	🥤️	\U0001F964\U0000FE0F	U+1F964	cup with straw
762.png	bubble tea	🧋️	\U0001F9CB\U0000FE0F	U+1F9CB	bubble tea
763.png	beverage box	🧃️	\U0001F9C3\U0000FE0F	U+1F9C3	beverage box
764.png	mate	🧉️	\U0001F9C9\U0000FE0F	U+1F9C9	mate
765.png	ice	🧊️	\U0001F9CA\U0000FE0F	U+1F9CA	ice
766.png	chopsticks	🥢️	\U0001F962\U0000FE0F	U+1F962	chopsticks
767.png	fork and knife with plate	🍽️	\U0001F37D\U0000FE0F	U+1F37D	fork and knife with plate
768.png	fork and knife	🍴️	\U0001F374\U0000FE0F	U+1F374	fork and knife
769.png	spoon	🥄️	\U0001F944\U0000FE0F	U+1F944	spoon
770.png	kitchen knife	🔪️	\U0001F52A\U0000FE0F	U+1F52A	kitchen knife
771.png	amphora	🏺️	\U0001F3FA\U0000FE0F	U+1F3FA	amphora
772.png	globe showing Europe-Africa	🌍️	\U0001F30D\U0000FE0F	U+1F30D	globe showing Europe-Africa
773.png	globe showing Americas	🌎️	\U0001F30E\U0000FE0F	U+1F30E	globe showing Americas
774.png	globe showing Asia-Australia	🌏️	\U0001F30F\U0000FE0F	U+1F30F	globe showing Asia-Australia
775.png	globe with meridians	🌐️	\U0001F310\U0000FE0F	U+1F310	globe with meridians
776.png	world map	🗺️	\U0001F5FA\U0000FE0F	U+1F5FA	world map
777.png	map of Japan	🗾️	\U0001F5FE\U0000FE0F	U+1F5FE	map of Japan
778.png	compass	🧭️	\U0001F9ED\U0000FE0F	U+1F9ED	compass
779.png	snow-capped mountain	🏔️	\U0001F3D4\U0000FE0F	U+1F3D4	snow-capped mountain
780.png	mountain	⛰️	\U000026F0\U0000FE0F	U+26F0	mountain
781.png	volcano	🌋️	\U0001F30B\U0000FE0F	U+1F30B	volcano
782.png	mount fuji	🗻️	\U0001F5FB\U0000FE0F	U+1F5FB	mount fuji
783.png	camping	🏕️	\U0001F3D5\U0000FE0F	U+1F3D5	camping
784.png	beach with umbrella	🏖️	\U0001F3D6\U0000FE0F	U+1F3D6	beach with umbrella
785.png	desert	🏜️	\U0001F3DC\U0000FE0F	U+1F3DC	desert
786.png	desert island	🏝️	\U0001F3DD\U0000FE0F	U+1F3DD	desert island
787.png	national park	🏞️	\U0001F3DE\U0000FE0F	U+1F3DE	national park
788.png	stadium	🏟️	\U0001F3DF\U0000FE0F	U+1F3DF	stadium
789.png	classical building	🏛️	\U0001F3DB\U0000FE0F	U+1F3DB	classical building
790.png	building construction	🏗️	\U0001F3D7\U0000FE0F	U+1F3D7	building construction
791.png	brick	🧱️	\U0001F9F1\U0000FE0F	U+1F9F1	brick
792.png	rock	🪨️	\U0001FAA8\U0000FE0F	U+1FAA8	rock
793.png	wood	🪵️	\U0001FAB5\U0000FE0F	U+1FAB5	wood
794.png	hut	🛖️	\U0001F6D6\U0000FE0F	U+1F6D6	hut
795.png	houses	🏘️	\U0001F3D8\U0000FE0F	U+1F3D8	houses
796.png	derelict house	🏚️	\U0001F3DA\U0000FE0F	U+1F3DA	derelict house
797.png	house	🏠️	\U0001F3E0\U0000FE0F	U+1F3E0	house
798.png	house with garden	🏡️	\U0001F3E1\U0000FE0F	U+1F3E1	house with garden
799.png	office building	🏢️	\U0001F3E2\U0000FE0F	U+1F3E2	office building
800.png	Japanese post office	🏣️	\U0001F3E3\U0000FE0F	U+1F3E3	Japanese post office
801.png	post office	🏤️	\U0001F3E4\U0000FE0F	U+1F3E4	post office
802.png	hospital	🏥️	\U0001F3E5\U0000FE0F	U+1F3E5	hospital
803.png	bank	🏦️	\U0001F3E6\U0000FE0F	U+1F3E6	bank
804.png	hotel	🏨️	\U0001F3E8\U0000FE0F	U+1F3E8	hotel
805.png	love hotel	🏩️	\U0001F3E9\U0000FE0F	U+1F3E9	love hotel
806.png	convenience store	🏪️	\U0001F3EA\U0000FE0F	U+1F3EA	convenience store
807.png	school	🏫️	\U0001F3EB\U0000FE0F	U+1F3EB	school
808.png	department store	🏬️	\U0001F3EC\U0000FE0F	U+1F3EC	department store
809.png	factory	🏭️	\U0001F3ED\U0000FE0F	U+1F3ED	factory
810.png	Japanese castle	🏯️	\U0001F3EF\U0000FE0F	U+1F3EF	Japanese castle
811.png	castle	🏰️	\U0001F3F0\U0000FE0F	U+1F3F0	castle
812.png	wedding	💒️	\U0001F492\U0000FE0F	U+1F492	wedding
813.png	Tokyo tower	🗼️	\U0001F5FC\U0000FE0F	U+1F5FC	Tokyo tower
814.png	Statue of Liberty	🗽️	\U0001F5FD\U0000FE0F	U+1F5FD	Statue of Liberty
815.png	church	⛪️	\U000026EA\U0000FE0F	U+26EA	church
816.png	mosque	🕌️	\U0001F54C\U0000FE0F	U+1F54C	mosque
817.png	hindu temple	🛕️	\U0001F6D5\U0000FE0F	U+1F6D5	hindu temple
818.png	synagogue	🕍️	\U0001F54D\U0000FE0F	U+1F54D	synagogue
819.png	shinto shrine	⛩️	\U000026E9\U0000FE0F	U+26E9	shinto shrine
820.png	kaaba	🕋️	\U0001F54B\U0000FE0F	U+1F54B	kaaba
821.png	fountain	⛲️	\U000026F2\U0000FE0F	U+26F2	fountain
822.png	tent	⛺️	\U000026FA\U0000FE0F	U+26FA	tent
823.png	foggy	🌁️	\U0001F301\U0000FE0F	U+1F301	foggy
824.png	night with stars	🌃️	\U0001F303\U0000FE0F	U+1F303	night with stars
825.png	cityscape	🏙️	\U0001F3D9\U0000FE0F	U+1F3D9	cityscape
826.png	sunrise over mountains	🌄️	\U0001F304\U0000FE0F	U+1F304	sunrise over mountains
827.png	sunrise	🌅️	\U0001F305\U0000FE0F	U+1F305	sunrise
828.png	cityscape at dusk	🌆️	\U0001F306\U0000FE0F	U+1F306	cityscape at dusk
829.png	sunset	🌇️	\U0001F307\U0000FE0F	U+1F307	sunset
830.png	bridge at night	🌉️	\U0001F309\U0000FE0F	U+1F309	bridge at night
831.png	hot springs	♨️	\U00002668\U0000FE0F	U+2668	hot springs
832.png	carousel horse	🎠️	\U0001F3A0\U0000FE0F	U+1F3A0	carousel horse
833.png	ferris wheel	🎡️	\U0001F3A1\U0000FE0F	U+1F3A1	ferris wheel
834.png	roller coaster	🎢️	\U0001F3A2\U0000FE0F	U+1F3A2	roller coaster
835.png	barber pole	💈️	\U0001F488\U0000FE0F	U+1F488	barber pole
836.png	circus tent	🎪️	\U0001F3AA\U0000FE0F	U+1F3AA	circus tent
837.png	locomotive	🚂️	\U0001F682\U0000FE0F	U+1F682	locomotive
838.png	railway car	🚃️	\U0001F683\U0000FE0F	U+1F683	railway car
839.png	high-speed train	🚄️	\U0001F684\U0000FE0F	U+1F684	high-speed train
840.png	bullet train	🚅️	\U0001F685\U0000FE0F	U+1F685	bullet train
841.png	train	🚆️	\U0001F686\U0000FE0F	U+1F686	train
842.png	metro	🚇️	\U0001F687\U0000FE0F	U+1F687	metro
843.png	light rail	🚈️	\U0001F688\U0000FE0F	U+1F688	light rail
844.png	station	🚉️	\U0001F689\U0000FE0F	U+1F689	station
845.png	tram	🚊️	\U0001F68A\U0000FE0F	U+1F68A	tram
846.png	monorail	🚝️	\U0001F69D\U0000FE0F	U+1F69D	monorail
847.png	mountain railway	🚞️	\U0001F69E\U0000FE0F	U+1F69E	mountain railway
848.png	tram car	🚋️	\U0001F68B\U0000FE0F	U+1F68B	tram car
849.png	bus	🚌️	\U0001F68C\U0000FE0F	U+1F68C	bus
850.png	oncoming bus	🚍️	\U0001F68D\U0000FE0F	U+1F68D	oncoming bus
851.png	trolleybus	🚎️	\U0001F68E\U0000FE0F	U+1F68E	trolleybus
852.png	minibus	🚐️	\U0001F690\U0000FE0F	U+1F690	minibus
853.png	ambulance	🚑️	\U0001F691\U0000FE0F	U+1F691	ambulance
854.png	fire engine	🚒️	\U0001F692\U0000FE0F	U+1F692	fire engine
855.png	police car	🚓️	\U0001F693\U0000FE0F	U+1F693	police car
856.png	oncoming police car	🚔️	\U0001F694\U0000FE0F	U+1F694	oncoming police car
857.png	taxi	🚕️	\U0001F695\U0000FE0F	U+1F695	taxi
858.png	oncoming taxi	🚖️	\U0001F696\U0000FE0F	U+1F696	oncoming taxi
859.png	automobile	🚗️	\U0001F697\U0000FE0F	U+1F697	automobile
860.png	oncoming automobile	🚘️	\U0001F698\U0000FE0F	U+1F698	oncoming automobile
861.png	sport utility vehicle	🚙️	\U0001F699\U0000FE0F	U+1F699	sport utility vehicle
862.png	pickup truck	🛻️	\U0001F6FB\U0000FE0F	U+1F6FB	pickup truck
863.png	delivery truck	🚚️	\U0001F69A\U0000FE0F	U+1F69A	delivery truck
864.png	articulated lorry	🚛️	\U0001F69B\U0000FE0F	U+1F69B	articulated lorry
865.png	tractor	🚜️	\U0001F69C\U0000FE0F	U+1F69C	tractor
866.png	racing car	🏎️	\U0001F3CE\U0000FE0F	U+1F3CE	racing car
867.png	motorcycle	🏍️	\U0001F3CD\U0000FE0F	U+1F3CD	motorcycle
868.png	motor scooter	🛵️	\U0001F6F5\U0000FE0F	U+1F6F5	motor scooter
869.png	manual wheelchair	🦽️	\U0001F9BD\U0000FE0F	U+1F9BD	manual wheelchair
870.png	motorized wheelchair	🦼️	\U0001F9BC\U0000FE0F	U+1F9BC	motorized wheelchair
871.png	auto rickshaw	🛺️	\U0001F6FA\U0000FE0F	U+1F6FA	auto rickshaw
872.png	bicycle	🚲️	\U0001F6B2\U0000FE0F	U+1F6B2	bicycle
873.png	kick scooter	🛴️	\U0001F6F4\U0000FE0F	U+1F6F4	kick scooter
874.png	skateboard	🛹️	\U0001F6F9\U0000FE0F	U+1F6F9	skateboard
875.png	roller skate	🛼️	\U0001F6FC\U0000FE0F	U+1F6FC	roller skate
876.png	bus stop	🚏️	\U0001F68F\U0000FE0F	U+1F68F	bus stop
877.png	motorway	🛣️	\U0001F6E3\U0000FE0F	U+1F6E3	motorway
878.png	railway track	🛤️	\U0001F6E4\U0000FE0F	U+1F6E4	railway track
879.png	oil drum	🛢️	\U0001F6E2\U0000FE0F	U+1F6E2	oil drum
880.png	fuel pump	⛽️	\U000026FD\U0000FE0F	U+26FD	fuel pump
881.png	police car light	🚨️	\U0001F6A8\U0000FE0F	U+1F6A8	police car light
882.png	horizontal traffic light	🚥️	\U0001F6A5\U0000FE0F	U+1F6A5	horizontal traffic light
883.png	vertical traffic light	🚦️	\U0001F6A6\U0000FE0F	U+1F6A6	vertical traffic light
884.png	stop sign	🛑️	\U0001F6D1\U0000FE0F	U+1F6D1	stop sign
885.png	construction	🚧️	\U0001F6A7\U0000FE0F	U+1F6A7	construction
886.png	anchor	⚓️	\U00002693\U0000FE0F	U+2693	anchor
887.png	sailboat	⛵️	\U000026F5\U0000FE0F	U+26F5	sailboat
888.png	canoe	🛶️	\U0001F6F6\U0000FE0F	U+1F6F6	canoe
889.png	speedboat	🚤️	\U0001F6A4\U0000FE0F	U+1F6A4	speedboat
890.png	passenger ship	🛳️	\U0001F6F3\U0000FE0F	U+1F6F3	passenger ship
891.png	ferry	⛴️	\U000026F4\U0000FE0F	U+26F4	ferry
892.png	motor boat	🛥️	\U0001F6E5\U0000FE0F	U+1F6E5	motor boat
893.png	ship	🚢️	\U0001F6A2\U0000FE0F	U+1F6A2	ship
894.png	airplane	✈️	\U00002708\U0000FE0F	U+2708	airplane
895.png	small airplane	🛩️	\U0001F6E9\U0000FE0F	U+1F6E9	small airplane
896.png	airplane departure	🛫️	\U0001F6EB\U0000FE0F	U+1F6EB	airplane departure
897.png	airplane arrival	🛬️	\U0001F6EC\U0000FE0F	U+1F6EC	airplane arrival
898.png	parachute	🪂️	\U0001FA82\U0000FE0F	U+1FA82	parachute
899.png	seat	💺️	\U0001F4BA\U0000FE0F	U+1F4BA	seat
900.png	helicopter	🚁️	\U0001F681\U0000FE0F	U+1F681	helicopter
901.png	suspension railway	🚟️	\U0001F69F\U0000FE0F	U+1F69F	suspension railway
902.png	mountain cableway	🚠️	\U0001F6A0\U0000FE0F	U+1F6A0	mountain cableway
903.png	aerial tramway	🚡️	\U0001F6A1\U0000FE0F	U+1F6A1	aerial tramway
904.png	satellite	🛰️	\U0001F6F0\U0000FE0F	U+1F6F0	satellite
905.png	rocket	🚀️	\U0001F680\U0000FE0F	U+1F680	rocket
906.png	flying saucer	🛸️	\U0001F6F8\U0000FE0F	U+1F6F8	flying saucer
907.png	bellhop bell	🛎️	\U0001F6CE\U0000FE0F	U+1F6CE	bellhop bell
908.png	luggage	🧳️	\U0001F9F3\U0000FE0F	U+1F9F3	luggage
909.png	hourglass done	⌛️	\U0000231B\U0000FE0F	U+231B	hourglass done
910.png	hourglass not done	⏳️	\U000023F3\U0000FE0F	U+23F3	hourglass not done
911.png	watch	⌚️	\U0000231A\U0000FE0F	U+231A	watch
912.png	alarm clock	⏰️	\U000023F0\U0000FE0F	U+23F0	alarm clock
913.png	stopwatch	⏱️	\U000023F1\U0000FE0F	U+23F1	stopwatch
914.png	timer clock	⏲️	\U000023F2\U0000FE0F	U+23F2	timer clock
915.png	mantelpiece clock	🕰️	\U0001F570\U0000FE0F	U+1F570	mantelpiece clock
916.png	twelve o’clock	🕛️	\U0001F55B\U0000FE0F	U+1F55B	twelve o’clock
917.png	twelve-thirty	🕧️	\U0001F567\U0000FE0F	U+1F567	twelve-thirty
918.png	one o’clock	🕐️	\U0001F550\U0000FE0F	U+1F550	one o’clock
919.png	one-thirty	🕜️	\U0001F55C\U0000FE0F	U+1F55C	one-thirty
920.png	two o’clock	🕑️	\U0001F551\U0000FE0F	U+1F551	two o’clock
921.png	two-thirty	🕝️	\U0001F55D\U0000FE0F	U+1F55D	two-thirty
922.png	three o’clock	🕒️	\U0001F552\U0000FE0F	U+1F552	three o’clock
923.png	three-thirty	🕞️	\U0001F55E\U0000FE0F	U+1F55E	three-thirty
924.png	four o’clock	🕓️	\U0001F553\U0000FE0F	U+1F553	four o’clock
925.png	four-thirty	🕟️	\U0001F55F\U0000FE0F	U+1F55F	four-thirty
926.png	five o’clock	🕔️	\U0001F554\U0000FE0F	U+1F554	five o’clock
927.png	five-thirty	🕠️	\U0001F560\U0000FE0F	U+1F560	five-thirty
928.png	six o’clock	🕕️	\U0001F555\U0000FE0F	U+1F555	six o’clock
929.png	six-thirty	🕡️	\U0001F561\U0000FE0F	U+1F561	six-thirty
930.png	seven o’clock	🕖️	\U0001F556\U0000FE0F	U+1F556	seven o’clock
931.png	seven-thirty	🕢️	\U0001F562\U0000FE0F	U+1F562	seven-thirty
932.png	eight o’clock	🕗️	\U0001F557\U0000FE0F	U+1F557	eight o’clock
933.png	eight-thirty	🕣️	\U0001F563\U0000FE0F	U+1F563	eight-thirty
934.png	nine o’clock	🕘️	\U0001F558\U0000FE0F	U+1F558	nine o’clock
935.png	nine-thirty	🕤️	\U0001F564\U0000FE0F	U+1F564	nine-thirty
936.png	ten o’clock	🕙️	\U0001F559\U0000FE0F	U+1F559	ten o’clock
937.png	ten-thirty	🕥️	\U0001F565\U0000FE0F	U+1F565	ten-thirty
938.png	eleven o’clock	🕚️	\U0001F55A\U0000FE0F	U+1F55A	eleven o’clock
939.png	eleven-thirty	🕦️	\U0001F566\U0000FE0F	U+1F566	eleven-thirty
940.png	new moon	🌑️	\U0001F311\U0000FE0F	U+1F311	new moon
941.png	waxing crescent moon	🌒️	\U0001F312\U0000FE0F	U+1F312	waxing crescent moon
942.png	first quarter moon	🌓️	\U0001F313\U0000FE0F	U+1F313	first quarter moon
943.png	waxing gibbous moon	🌔️	\U0001F314\U0000FE0F	U+1F314	waxing gibbous moon
944.png	full moon	🌕️	\U0001F315\U0000FE0F	U+1F315	full moon
945.png	waning gibbous moon	🌖️	\U0001F316\U0000FE0F	U+1F316	waning gibbous moon
946.png	last quarter moon	🌗️	\U0001F317\U0000FE0F	U+1F317	last quarter moon
947.png	waning crescent moon	🌘️	\U0001F318\U0000FE0F	U+1F318	waning crescent moon
948.png	crescent moon	🌙️	\U0001F319\U0000FE0F	U+1F319	crescent moon
949.png	new moon face	🌚️	\U0001F31A\U0000FE0F	U+1F31A	new moon face
950.png	first quarter moon face	🌛️	\U0001F31B\U0000FE0F	U+1F31B	first quarter moon face
951.png	last quarter moon face	🌜️	\U0001F31C\U0000FE0F	U+1F31C	last quarter moon face
952.png	thermometer	🌡️	\U0001F321\U0000FE0F	U+1F321	thermometer
953.png	sun	☀️	\U00002600\U0000FE0F	U+2600	sun
954.png	full moon face	🌝️	\U0001F31D\U0000FE0F	U+1F31D	full moon face
955.png	sun with face	🌞️	\U0001F31E\U0000FE0F	U+1F31E	sun with face
956.png	ringed planet	🪐️	\U0001FA90\U0000FE0F	U+1FA90	ringed planet
957.png	star	⭐️	\U00002B50\U0000FE0F	U+2B50	star
958.png	glowing star	🌟️	\U0001F31F\U0000FE0F	U+1F31F	glowing star
959.png	shooting star	🌠️	\U0001F320\U0000FE0F	U+1F320	shooting star
960.png	milky way	🌌️	\U0001F30C\U0000FE0F	U+1F30C	milky way
961.png	cloud	☁️	\U00002601\U0000FE0F	U+2601	cloud
962.png	sun behind cloud	⛅️	\U000026C5\U0000FE0F	U+26C5	sun behind cloud
963.png	cloud with lightning and rain	⛈️	\U000026C8\U0000FE0F	U+26C8	cloud with lightning and rain
964.png	sun behind small cloud	🌤️	\U0001F324\U0000FE0F	U+1F324	sun behind small cloud
965.png	sun behind large cloud	🌥️	\U0001F325\U0000FE0F	U+1F325	sun behind large cloud
966.png	sun behind rain cloud	🌦️	\U0001F326\U0000FE0F	U+1F326	sun behind rain cloud
967.png	cloud with rain	🌧️	\U0001F327\U0000FE0F	U+1F327	cloud with rain
968.png	cloud with snow	🌨️	\U0001F328\U0000FE0F	U+1F328	cloud with snow
969.png	cloud with lightning	🌩️	\U0001F329\U0000FE0F	U+1F329	cloud with lightning
970.png	tornado	🌪️	\U0001F32A\U0000FE0F	U+1F32A	tornado
971.png	fog	🌫️	\U0001F32B\U0000FE0F	U+1F32B	fog
972.png	wind face	🌬️	\U0001F32C\U0000FE0F	U+1F32C	wind face
973.png	cyclone	🌀️	\U0001F300\U0000FE0F	U+1F300	cyclone
974.png	rainbow	🌈️	\U0001F308\U0000FE0F	U+1F308	rainbow
975.png	closed umbrella	🌂️	\U0001F302\U0000FE0F	U+1F302	closed umbrella
976.png	umbrella	☂️	\U00002602\U0000FE0F	U+2602	umbrella
977.png	umbrella with rain drops	☔️	\U00002614\U0000FE0F	U+2614	umbrella with rain drops
978.png	umbrella on ground	⛱️	\U000026F1\U0000FE0F	U+26F1	umbrella on ground
979.png	high voltage	⚡️	\U000026A1\U0000FE0F	U+26A1	high voltage
980.png	snowflake	❄️	\U00002744\U0000FE0F	U+2744	snowflake
981.png	snowman	☃️	\U00002603\U0000FE0F	U+2603	snowman
982.png	snowman without snow	⛄️	\U000026C4\U0000FE0F	U+26C4	snowman without snow
983.png	comet	☄️	\U00002604\U0000FE0F	U+2604	comet
984.png	fire	🔥️	\U0001F525\U0000FE0F	U+1F525	fire
985.png	droplet	💧️	\U0001F4A7\U0000FE0F	U+1F4A7	droplet
986.png	water wave	🌊️	\U0001F30A\U0000FE0F	U+1F30A	water wave
987.png	jack-o-lantern	🎃️	\U0001F383\U0000FE0F	U+1F383	jack-o-lantern
988.png	Christmas tree	🎄️	\U0001F384\U0000FE0F	U+1F384	Christmas tree
989.png	fireworks	🎆️	\U0001F386\U0000FE0F	U+1F386	fireworks
990.png	sparkler	🎇️	\U0001F387\U0000FE0F	U+1F387	sparkler
991.png	firecracker	🧨️	\U0001F9E8\U0000FE0F	U+1F9E8	firecracker
992.png	sparkles	✨️	\U00002728\U0000FE0F	U+2728	sparkles
993.png	balloon	🎈️	\U0001F388\U0000FE0F	U+1F388	balloon
994.png	party popper	🎉️	\U0001F389\U0000FE0F	U+1F389	party popper
995.png	confetti ball	🎊️	\U0001F38A\U0000FE0F	U+1F38A	confetti ball
996.png	tanabata tree	🎋️	\U0001F38B\U0000FE0F	U+1F38B	tanabata tree
997.png	pine decoration	🎍️	\U0001F38D\U0000FE0F	U+1F38D	pine decoration
998.png	Japanese dolls	🎎️	\U0001F38E\U0000FE0F	U+1F38E	Japanese dolls
999.png	carp streamer	🎏️	\U0001F38F\U0000FE0F	U+1F38F	carp streamer
1000.png	wind chime	🎐️	\U0001F390\U0000FE0F	U+1F390	wind chime
1001.png	moon viewing ceremony	🎑️	\U0001F391\U0000FE0F	U+1F391	moon viewing ceremony
1002.png	red envelope	🧧️	\U0001F9E7\U0000FE0F	U+1F9E7	red envelope
1003.png	ribbon	🎀️	\U0001F380\U0000FE0F	U+1F380	ribbon
1004.png	wrapped gift	🎁️	\U0001F381\U0000FE0F	U+1F381	wrapped gift
1005.png	reminder ribbon	🎗️	\U0001F397\U0000FE0F	U+1F397	reminder ribbon
1006.png	admission tickets	🎟️	\U0001F39F\U0000FE0F	U+1F39F	admission tickets
1007.png	ticket	🎫️	\U0001F3AB\U0000FE0F	U+1F3AB	ticket
1008.png	military medal	🎖️	\U0001F396\U0000FE0F	U+1F396	military medal
1009.png	trophy	🏆️	\U0001F3C6\U0000FE0F	U+1F3C6	trophy
1010.png	sports medal	🏅️	\U0001F3C5\U0000FE0F	U+1F3C5	sports medal
1011.png	1st place medal	🥇️	\U0001F947\U0000FE0F	U+1F947	1st place medal
1012.png	2nd place medal	🥈️	\U0001F948\U0000FE0F	U+1F948	2nd place medal
1013.png	3rd place medal	🥉️	\U0001F949\U0000FE0F	U+1F949	3rd place medal
1014.png	soccer ball	⚽️	\U000026BD\U0000FE0F	U+26BD	soccer ball
1015.png	baseball	⚾️	\U000026BE\U0000FE0F	U+26BE	baseball
1016.png	softball	🥎️	\U0001F94E\U0000FE0F	U+1F94E	softball
1017.png	basketball	🏀️	\U0001F3C0\U0000FE0F	U+1F3C0	basketball
1018.png	volleyball	🏐️	\U0001F3D0\U0000FE0F	U+1F3D0	volleyball
1019.png	american football	🏈️	\U0001F3C8\U0000FE0F	U+1F3C8	american football
1020.png	rugby football	🏉️	\U0001F3C9\U0000FE0F	U+1F3C9	rugby football
1021.png	tennis	🎾️	\U0001F3BE\U0000FE0F	U+1F3BE	tennis
1022.png	flying disc	🥏️	\U0001F94F\U0000FE0F	U+1F94F	flying disc
1023.png	bowling	🎳️	\U0001F3B3\U0000FE0F	U+1F3B3	bowling
1024.png	cricket game	🏏️	\U0001F3CF\U0000FE0F	U+1F3CF	cricket game
1025.png	field hockey	🏑️	\U0001F3D1\U0000FE0F	U+1F3D1	field hockey
1026.png	ice hockey	🏒️	\U0001F3D2\U0000FE0F	U+1F3D2	ice hockey
1027.png	lacrosse	🥍️	\U0001F94D\U0000FE0F	U+1F94D	lacrosse
1028.png	ping pong	🏓️	\U0001F3D3\U0000FE0F	U+1F3D3	ping pong
1029.png	badminton	🏸️	\U0001F3F8\U0000FE0F	U+1F3F8	badminton
1030.png	boxing glove	🥊️	\U0001F94A\U0000FE0F	U+1F94A	boxing glove
1031.png	martial arts uniform	🥋️	\U0001F94B\U0000FE0F	U+1F94B	martial arts uniform
1032.png	goal net	🥅️	\U0001F945\U0000FE0F	U+1F945	goal net
1033.png	flag in hole	⛳️	\U000026F3\U0000FE0F	U+26F3	flag in hole
1034.png	ice skate	⛸️	\U000026F8\U0000FE0F	U+26F8	ice skate
1035.png	fishing pole	🎣️	\U0001F3A3\U0000FE0F	U+1F3A3	fishing pole
1036.png	diving mask	🤿️	\U0001F93F\U0000FE0F	U+1F93F	diving mask
1037.png	running shirt	🎽️	\U0001F3BD\U0000FE0F	U+1F3BD	running shirt
1038.png	skis	🎿️	\U0001F3BF\U0000FE0F	U+1F3BF	skis
1039.png	sled	🛷️	\U0001F6F7\U0000FE0F	U+1F6F7	sled
1040.png	curling stone	🥌️	\U0001F94C\U0000FE0F	U+1F94C	curling stone
1041.png	bullseye	🎯️	\U0001F3AF\U0000FE0F	U+1F3AF	bullseye
1042.png	yo-yo	🪀️	\U0001FA80\U0000FE0F	U+1FA80	yo-yo
1043.png	kite	🪁️	\U0001FA81\U0000FE0F	U+1FA81	kite
1044.png	pool 8 ball	🎱️	\U0001F3B1\U0000FE0F	U+1F3B1	pool 8 ball
1045.png	crystal ball	🔮️	\U0001F52E\U0000FE0F	U+1F52E	crystal ball
1046.png	magic wand	🪄️	\U0001FA84\U0000FE0F	U+1FA84	magic wand
1047.png	nazar amulet	🧿️	\U0001F9FF\U0000FE0F	U+1F9FF	nazar amulet
1048.png	video game	🎮️	\U0001F3AE\U0000FE0F	U+1F3AE	video game
1049.png	joystick	🕹️	\U0001F579\U0000FE0F	U+1F579	joystick
1050.png	slot machine	🎰️	\U0001F3B0\U0000FE0F	U+1F3B0	slot machine
1051.png	game die	🎲️	\U0001F3B2\U0000FE0F	U+1F3B2	game die
1052.png	puzzle piece	🧩️	\U0001F9E9\U0000FE0F	U+1F9E9	puzzle piece
1053.png	teddy bear	🧸️	\U0001F9F8\U0000FE0F	U+1F9F8	teddy bear
1054.png	piñata	🪅️	\U0001FA85\U0000FE0F	U+1FA85	piñata
1055.png	nesting dolls	🪆️	\U0001FA86\U0000FE0F	U+1FA86	nesting dolls
1056.png	spade suit	♠️	\U00002660\U0000FE0F	U+2660	spade suit
1057.png	heart suit	♥️	\U00002665\U0000FE0F	U+2665	heart suit
1058.png	diamond suit	♦️	\U00002666\U0000FE0F	U+2666	diamond suit
1059.png	club suit	♣️	\U00002663\U0000FE0F	U+2663	club suit
1060.png	chess pawn	♟️	\U0000265F\U0000FE0F	U+265F	chess pawn
1061.png	joker	🃏️	\U0001F0CF\U0000FE0F	U+1F0CF	joker
1062.png	mahjong red dragon	🀄️	\U0001F004\U0000FE0F	U+1F004	mahjong red dragon
1063.png	flower playing cards	🎴️	\U0001F3B4\U0000FE0F	U+1F3B4	flower playing cards
1064.png	performing arts	🎭️	\U0001F3AD\U0000FE0F	U+1F3AD	performing arts
1065.png	framed picture	🖼️	\U0001F5BC\U0000FE0F	U+1F5BC	framed picture
1066.png	artist palette	🎨️	\U0001F3A8\U0000FE0F	U+1F3A8	artist palette
1067.png	thread	🧵️	\U0001F9F5\U0000FE0F	U+1F9F5	thread
1068.png	sewing needle	🪡️	\U0001FAA1\U0000FE0F	U+1FAA1	sewing needle
1069.png	yarn	🧶️	\U0001F9F6\U0000FE0F	U+1F9F6	yarn
1070.png	knot	🪢️	\U0001FAA2\U0000FE0F	U+1FAA2	knot
1071.png	glasses	👓️	\U0001F453\U0000FE0F	U+1F453	glasses
1072.png	sunglasses	🕶️	\U0001F576\U0000FE0F	U+1F576	sunglasses
1073.png	goggles	🥽️	\U0001F97D\U0000FE0F	U+1F97D	goggles
1074.png	lab coat	🥼️	\U0001F97C\U0000FE0F	U+1F97C	lab coat
